bytes,jafont,lead_hex,slot_hex,slot_decimal,row_1based,column_1based,unicode,char,source_glyph,notes
C8 1D,jafont_15.tex,C8,1D,29,2,14,U+C66F,왯,hangulfont_6.tex.png:BB,exact ff7K(PC).tbl byte position
C8 1E,jafont_15.tex,C8,1E,30,2,15,U+C671,왱,hangulfont_6.tex.png:BC,exact ff7K(PC).tbl byte position
C8 20,jafont_15.tex,C8,20,32,3,1,U+C678,외,hangulfont_6.tex.png:BD,exact ff7K(PC).tbl byte position
C8 21,jafont_15.tex,C8,21,33,3,2,U+C679,왹,hangulfont_6.tex.png:BE,exact ff7K(PC).tbl byte position
C8 22,jafont_15.tex,C8,22,34,3,3,U+C67C,왼,hangulfont_6.tex.png:BF,exact ff7K(PC).tbl byte position
C8 23,jafont_15.tex,C8,23,35,3,4,U+C680,욀,hangulfont_6.tex.png:C0,exact ff7K(PC).tbl byte position
C8 24,jafont_15.tex,C8,24,36,3,5,U+C688,욈,hangulfont_6.tex.png:C1,exact ff7K(PC).tbl byte position
C8 25,jafont_15.tex,C8,25,37,3,6,U+C689,욉,hangulfont_6.tex.png:C2,exact ff7K(PC).tbl byte position
C8 26,jafont_15.tex,C8,26,38,3,7,U+C68B,욋,hangulfont_6.tex.png:C3,exact ff7K(PC).tbl byte position
C8 27,jafont_15.tex,C8,27,39,3,8,U+C68D,욍,hangulfont_6.tex.png:C4,exact ff7K(PC).tbl byte position
C8 28,jafont_15.tex,C8,28,40,3,9,U+C694,요,hangulfont_6.tex.png:C5,exact ff7K(PC).tbl byte position
C8 29,jafont_15.tex,C8,29,41,3,10,U+C695,욕,hangulfont_6.tex.png:C6,exact ff7K(PC).tbl byte position
C8 2A,jafont_15.tex,C8,2A,42,3,11,U+C698,욘,hangulfont_6.tex.png:C7,exact ff7K(PC).tbl byte position
C8 2B,jafont_15.tex,C8,2B,43,3,12,U+C69C,욜,hangulfont_6.tex.png:C8,exact ff7K(PC).tbl byte position
C8 2C,jafont_15.tex,C8,2C,44,3,13,U+C6A4,욤,hangulfont_6.tex.png:C9,exact ff7K(PC).tbl byte position
C8 2D,jafont_15.tex,C8,2D,45,3,14,U+C6A5,욥,hangulfont_6.tex.png:CA,exact ff7K(PC).tbl byte position
C8 2E,jafont_15.tex,C8,2E,46,3,15,U+C6A7,욧,hangulfont_6.tex.png:CB,exact ff7K(PC).tbl byte position
C8 2F,jafont_15.tex,C8,2F,47,3,16,U+C6A9,용,hangulfont_6.tex.png:CC,exact ff7K(PC).tbl byte position
C8 30,jafont_15.tex,C8,30,48,4,1,U+C6B0,우,hangulfont_6.tex.png:CD,exact ff7K(PC).tbl byte position
C8 31,jafont_15.tex,C8,31,49,4,2,U+C6B1,욱,hangulfont_6.tex.png:CE,exact ff7K(PC).tbl byte position
C8 32,jafont_15.tex,C8,32,50,4,3,U+C6B4,운,hangulfont_6.tex.png:CF,exact ff7K(PC).tbl byte position
C8 33,jafont_15.tex,C8,33,51,4,4,U+C6B8,울,hangulfont_6.tex.png:D0,exact ff7K(PC).tbl byte position
C8 35,jafont_15.tex,C8,35,53,4,6,U+C6B9,욹,hangulfont_6.tex.png:D1,exact ff7K(PC).tbl byte position
C8 36,jafont_15.tex,C8,36,54,4,7,U+C6BA,욺,hangulfont_6.tex.png:D2,exact ff7K(PC).tbl byte position
C8 37,jafont_15.tex,C8,37,55,4,8,U+C6C0,움,hangulfont_6.tex.png:D3,exact ff7K(PC).tbl byte position
C8 38,jafont_15.tex,C8,38,56,4,9,U+C6C1,웁,hangulfont_6.tex.png:D4,exact ff7K(PC).tbl byte position
C8 39,jafont_15.tex,C8,39,57,4,10,U+C6C3,웃,hangulfont_6.tex.png:D5,exact ff7K(PC).tbl byte position
C8 3A,jafont_15.tex,C8,3A,58,4,11,U+C6C5,웅,hangulfont_6.tex.png:D6,exact ff7K(PC).tbl byte position
C8 3B,jafont_15.tex,C8,3B,59,4,12,U+C6CC,워,hangulfont_6.tex.png:D7,exact ff7K(PC).tbl byte position
C8 3C,jafont_15.tex,C8,3C,60,4,13,U+C6CD,웍,hangulfont_6.tex.png:D8,exact ff7K(PC).tbl byte position
C8 3D,jafont_15.tex,C8,3D,61,4,14,U+C6D0,원,hangulfont_6.tex.png:D9,exact ff7K(PC).tbl byte position
C8 3E,jafont_15.tex,C8,3E,62,4,15,U+C6D4,월,hangulfont_6.tex.png:DA,exact ff7K(PC).tbl byte position
C8 3F,jafont_15.tex,C8,3F,63,4,16,U+C6DC,웜,hangulfont_6.tex.png:DB,exact ff7K(PC).tbl byte position
C8 40,jafont_15.tex,C8,40,64,5,1,U+C6DD,웝,hangulfont_6.tex.png:DC,exact ff7K(PC).tbl byte position
C8 41,jafont_15.tex,C8,41,65,5,2,U+C6E0,웠,hangulfont_6.tex.png:DD,exact ff7K(PC).tbl byte position
C8 42,jafont_15.tex,C8,42,66,5,3,U+C6E1,웡,hangulfont_6.tex.png:DE,exact ff7K(PC).tbl byte position
C8 43,jafont_15.tex,C8,43,67,5,4,U+C6E8,웨,hangulfont_6.tex.png:DF,exact ff7K(PC).tbl byte position
C8 44,jafont_15.tex,C8,44,68,5,5,U+C6E9,웩,hangulfont_6.tex.png:E0,exact ff7K(PC).tbl byte position
C8 45,jafont_15.tex,C8,45,69,5,6,U+C6EC,웬,hangulfont_6.tex.png:E1,exact ff7K(PC).tbl byte position
C8 46,jafont_15.tex,C8,46,70,5,7,U+C6F0,웰,hangulfont_6.tex.png:E2,exact ff7K(PC).tbl byte position
C8 47,jafont_15.tex,C8,47,71,5,8,U+C6F8,웸,hangulfont_6.tex.png:E3,exact ff7K(PC).tbl byte position
C8 48,jafont_15.tex,C8,48,72,5,9,U+C6F9,웹,hangulfont_6.tex.png:E4,exact ff7K(PC).tbl byte position
C8 4A,jafont_15.tex,C8,4A,74,5,11,U+C6FD,웽,hangulfont_6.tex.png:E5,exact ff7K(PC).tbl byte position
C8 4B,jafont_15.tex,C8,4B,75,5,12,U+C704,위,hangulfont_6.tex.png:E6,exact ff7K(PC).tbl byte position
C8 4C,jafont_15.tex,C8,4C,76,5,13,U+C705,윅,hangulfont_6.tex.png:E7,exact ff7K(PC).tbl byte position
C8 4D,jafont_15.tex,C8,4D,77,5,14,U+C708,윈,hangulfont_6.tex.png:E8,exact ff7K(PC).tbl byte position
C8 4E,jafont_15.tex,C8,4E,78,5,15,U+C70C,윌,hangulfont_6.tex.png:E9,exact ff7K(PC).tbl byte position
C8 4F,jafont_15.tex,C8,4F,79,5,16,U+C714,윔,hangulfont_6.tex.png:EA,exact ff7K(PC).tbl byte position
C8 50,jafont_15.tex,C8,50,80,6,1,U+C715,윕,hangulfont_6.tex.png:EB,exact ff7K(PC).tbl byte position
C8 51,jafont_15.tex,C8,51,81,6,2,U+C717,윗,hangulfont_6.tex.png:EC,exact ff7K(PC).tbl byte position
C8 52,jafont_15.tex,C8,52,82,6,3,U+C719,윙,hangulfont_6.tex.png:ED,exact ff7K(PC).tbl byte position
C8 53,jafont_15.tex,C8,53,83,6,4,U+C720,유,hangulfont_6.tex.png:EE,exact ff7K(PC).tbl byte position
C8 54,jafont_15.tex,C8,54,84,6,5,U+C721,육,hangulfont_6.tex.png:EF,exact ff7K(PC).tbl byte position
C8 55,jafont_15.tex,C8,55,85,6,6,U+C724,윤,hangulfont_6.tex.png:F0,exact ff7K(PC).tbl byte position
C8 56,jafont_15.tex,C8,56,86,6,7,U+C728,율,hangulfont_6.tex.png:F1,exact ff7K(PC).tbl byte position
C8 57,jafont_15.tex,C8,57,87,6,8,U+C730,윰,hangulfont_6.tex.png:F2,exact ff7K(PC).tbl byte position
C8 58,jafont_15.tex,C8,58,88,6,9,U+C731,윱,hangulfont_6.tex.png:F3,exact ff7K(PC).tbl byte position
C8 59,jafont_15.tex,C8,59,89,6,10,U+C733,윳,hangulfont_6.tex.png:F4,exact ff7K(PC).tbl byte position
C8 5A,jafont_15.tex,C8,5A,90,6,11,U+C735,융,hangulfont_6.tex.png:F5,exact ff7K(PC).tbl byte position
C8 5B,jafont_15.tex,C8,5B,91,6,12,U+C737,윷,hangulfont_6.tex.png:F6,exact ff7K(PC).tbl byte position
C8 5C,jafont_15.tex,C8,5C,92,6,13,U+C73C,으,hangulfont_6.tex.png:F7,exact ff7K(PC).tbl byte position
C8 5D,jafont_15.tex,C8,5D,93,6,14,U+C73D,윽,hangulfont_6.tex.png:F8,exact ff7K(PC).tbl byte position
C8 5F,jafont_15.tex,C8,5F,95,6,16,U+C740,은,hangulfont_6.tex.png:F9,exact ff7K(PC).tbl byte position
C8 60,jafont_15.tex,C8,60,96,7,1,U+C744,을,hangulfont_6.tex.png:FA,exact ff7K(PC).tbl byte position
C8 61,jafont_15.tex,C8,61,97,7,2,U+C74A,읊,hangulfont_6.tex.png:FB,exact ff7K(PC).tbl byte position
C8 62,jafont_15.tex,C8,62,98,7,3,U+C74C,음,hangulfont_6.tex.png:FC,exact ff7K(PC).tbl byte position
C8 63,jafont_15.tex,C8,63,99,7,4,U+C74D,읍,hangulfont_6.tex.png:FD,exact ff7K(PC).tbl byte position
C8 64,jafont_15.tex,C8,64,100,7,5,U+C74F,읏,hangulfont_6.tex.png:FE,exact ff7K(PC).tbl byte position
C8 65,jafont_15.tex,C8,65,101,7,6,U+C751,응,hangulfont_6.tex.png:FF,exact ff7K(PC).tbl byte position
C8 66,jafont_15.tex,C8,66,102,7,7,U+C752,읒,hangulfont_7.tex.png:00,exact ff7K(PC).tbl byte position
C8 67,jafont_15.tex,C8,67,103,7,8,U+C753,읓,hangulfont_7.tex.png:01,exact ff7K(PC).tbl byte position
C8 68,jafont_15.tex,C8,68,104,7,9,U+C754,읔,hangulfont_7.tex.png:02,exact ff7K(PC).tbl byte position
C8 69,jafont_15.tex,C8,69,105,7,10,U+C755,읕,hangulfont_7.tex.png:03,exact ff7K(PC).tbl byte position
C8 6A,jafont_15.tex,C8,6A,106,7,11,U+C756,읖,hangulfont_7.tex.png:04,exact ff7K(PC).tbl byte position
C8 6B,jafont_15.tex,C8,6B,107,7,12,U+C757,읗,hangulfont_7.tex.png:05,exact ff7K(PC).tbl byte position
C8 6C,jafont_15.tex,C8,6C,108,7,13,U+C758,의,hangulfont_7.tex.png:06,exact ff7K(PC).tbl byte position
C8 6D,jafont_15.tex,C8,6D,109,7,14,U+C75C,읜,hangulfont_7.tex.png:07,exact ff7K(PC).tbl byte position
C8 6E,jafont_15.tex,C8,6E,110,7,15,U+C760,읠,hangulfont_7.tex.png:08,exact ff7K(PC).tbl byte position
C8 6F,jafont_15.tex,C8,6F,111,7,16,U+C768,읨,hangulfont_7.tex.png:09,exact ff7K(PC).tbl byte position
C8 70,jafont_15.tex,C8,70,112,8,1,U+C76B,읫,hangulfont_7.tex.png:0A,exact ff7K(PC).tbl byte position
C8 71,jafont_15.tex,C8,71,113,8,2,U+C774,이,hangulfont_7.tex.png:0B,exact ff7K(PC).tbl byte position
C8 72,jafont_15.tex,C8,72,114,8,3,U+C775,익,hangulfont_7.tex.png:0C,exact ff7K(PC).tbl byte position
C8 74,jafont_15.tex,C8,74,116,8,5,U+C778,인,hangulfont_7.tex.png:0D,exact ff7K(PC).tbl byte position
C8 75,jafont_15.tex,C8,75,117,8,6,U+C77C,일,hangulfont_7.tex.png:0E,exact ff7K(PC).tbl byte position
C8 76,jafont_15.tex,C8,76,118,8,7,U+C77D,읽,hangulfont_7.tex.png:0F,exact ff7K(PC).tbl byte position
C8 77,jafont_15.tex,C8,77,119,8,8,U+C77E,읾,hangulfont_7.tex.png:10,exact ff7K(PC).tbl byte position
C8 78,jafont_15.tex,C8,78,120,8,9,U+C783,잃,hangulfont_7.tex.png:11,exact ff7K(PC).tbl byte position
C8 79,jafont_15.tex,C8,79,121,8,10,U+C784,임,hangulfont_7.tex.png:12,exact ff7K(PC).tbl byte position
C8 7A,jafont_15.tex,C8,7A,122,8,11,U+C785,입,hangulfont_7.tex.png:13,exact ff7K(PC).tbl byte position
C8 7B,jafont_15.tex,C8,7B,123,8,12,U+C787,잇,hangulfont_7.tex.png:14,exact ff7K(PC).tbl byte position
C8 7C,jafont_15.tex,C8,7C,124,8,13,U+C788,있,hangulfont_7.tex.png:15,exact ff7K(PC).tbl byte position
C8 7D,jafont_15.tex,C8,7D,125,8,14,U+C789,잉,hangulfont_7.tex.png:16,exact ff7K(PC).tbl byte position
C8 7E,jafont_15.tex,C8,7E,126,8,15,U+C78A,잊,hangulfont_7.tex.png:17,exact ff7K(PC).tbl byte position
C8 7F,jafont_15.tex,C8,7F,127,8,16,U+C78E,잎,hangulfont_7.tex.png:18,exact ff7K(PC).tbl byte position
C8 80,jafont_15.tex,C8,80,128,9,1,U+C790,자,hangulfont_7.tex.png:19,exact ff7K(PC).tbl byte position
C8 81,jafont_15.tex,C8,81,129,9,2,U+C791,작,hangulfont_7.tex.png:1A,exact ff7K(PC).tbl byte position
C8 82,jafont_15.tex,C8,82,130,9,3,U+C794,잔,hangulfont_7.tex.png:1B,exact ff7K(PC).tbl byte position
C8 83,jafont_15.tex,C8,83,131,9,4,U+C796,잖,hangulfont_7.tex.png:1C,exact ff7K(PC).tbl byte position
C8 84,jafont_15.tex,C8,84,132,9,5,U+C797,잗,hangulfont_7.tex.png:1D,exact ff7K(PC).tbl byte position
C8 85,jafont_15.tex,C8,85,133,9,6,U+C798,잘,hangulfont_7.tex.png:1E,exact ff7K(PC).tbl byte position
C8 86,jafont_15.tex,C8,86,134,9,7,U+C79A,잚,hangulfont_7.tex.png:1F,exact ff7K(PC).tbl byte position
C8 87,jafont_15.tex,C8,87,135,9,8,U+C7A0,잠,hangulfont_7.tex.png:20,exact ff7K(PC).tbl byte position
C8 89,jafont_15.tex,C8,89,137,9,10,U+C7A1,잡,hangulfont_7.tex.png:21,exact ff7K(PC).tbl byte position
C8 8A,jafont_15.tex,C8,8A,138,9,11,U+C7A3,잣,hangulfont_7.tex.png:22,exact ff7K(PC).tbl byte position
C8 8B,jafont_15.tex,C8,8B,139,9,12,U+C7A4,잤,hangulfont_7.tex.png:23,exact ff7K(PC).tbl byte position
C8 8C,jafont_15.tex,C8,8C,140,9,13,U+C7A5,장,hangulfont_7.tex.png:24,exact ff7K(PC).tbl byte position
C8 8D,jafont_15.tex,C8,8D,141,9,14,U+C7A6,잦,hangulfont_7.tex.png:25,exact ff7K(PC).tbl byte position
C8 8E,jafont_15.tex,C8,8E,142,9,15,U+C7AC,재,hangulfont_7.tex.png:26,exact ff7K(PC).tbl byte position
C8 8F,jafont_15.tex,C8,8F,143,9,16,U+C7AD,잭,hangulfont_7.tex.png:27,exact ff7K(PC).tbl byte position
C8 90,jafont_15.tex,C8,90,144,10,1,U+C7B0,잰,hangulfont_7.tex.png:28,exact ff7K(PC).tbl byte position
C8 91,jafont_15.tex,C8,91,145,10,2,U+C7B4,잴,hangulfont_7.tex.png:29,exact ff7K(PC).tbl byte position
C8 92,jafont_15.tex,C8,92,146,10,3,U+C7BC,잼,hangulfont_7.tex.png:2A,exact ff7K(PC).tbl byte position
C8 93,jafont_15.tex,C8,93,147,10,4,U+C7BD,잽,hangulfont_7.tex.png:2B,exact ff7K(PC).tbl byte position
C8 94,jafont_15.tex,C8,94,148,10,5,U+C7BF,잿,hangulfont_7.tex.png:2C,exact ff7K(PC).tbl byte position
C8 95,jafont_15.tex,C8,95,149,10,6,U+C7C0,쟀,hangulfont_7.tex.png:2D,exact ff7K(PC).tbl byte position
C8 96,jafont_15.tex,C8,96,150,10,7,U+C7C1,쟁,hangulfont_7.tex.png:2E,exact ff7K(PC).tbl byte position
C8 97,jafont_15.tex,C8,97,151,10,8,U+C7C8,쟈,hangulfont_7.tex.png:2F,exact ff7K(PC).tbl byte position
C8 98,jafont_15.tex,C8,98,152,10,9,U+C7C9,쟉,hangulfont_7.tex.png:30,exact ff7K(PC).tbl byte position
C8 99,jafont_15.tex,C8,99,153,10,10,U+C7CC,쟌,hangulfont_7.tex.png:31,exact ff7K(PC).tbl byte position
C8 9A,jafont_15.tex,C8,9A,154,10,11,U+C7CE,쟎,hangulfont_7.tex.png:32,exact ff7K(PC).tbl byte position
C8 9B,jafont_15.tex,C8,9B,155,10,12,U+C7D0,쟐,hangulfont_7.tex.png:33,exact ff7K(PC).tbl byte position
C8 9C,jafont_15.tex,C8,9C,156,10,13,U+C7D8,쟘,hangulfont_7.tex.png:34,exact ff7K(PC).tbl byte position
C8 9E,jafont_15.tex,C8,9E,158,10,15,U+C7DD,쟝,hangulfont_7.tex.png:35,exact ff7K(PC).tbl byte position
C8 9F,jafont_15.tex,C8,9F,159,10,16,U+C7E4,쟤,hangulfont_7.tex.png:36,exact ff7K(PC).tbl byte position
C8 A0,jafont_15.tex,C8,A0,160,11,1,U+C7E8,쟨,hangulfont_7.tex.png:37,exact ff7K(PC).tbl byte position
C8 A1,jafont_15.tex,C8,A1,161,11,2,U+C7EC,쟬,hangulfont_7.tex.png:38,exact ff7K(PC).tbl byte position
C8 A2,jafont_15.tex,C8,A2,162,11,3,U+C800,저,hangulfont_7.tex.png:39,exact ff7K(PC).tbl byte position
C8 A3,jafont_15.tex,C8,A3,163,11,4,U+C801,적,hangulfont_7.tex.png:3A,exact ff7K(PC).tbl byte position
C8 A4,jafont_15.tex,C8,A4,164,11,5,U+C804,전,hangulfont_7.tex.png:3B,exact ff7K(PC).tbl byte position
C8 A5,jafont_15.tex,C8,A5,165,11,6,U+C808,절,hangulfont_7.tex.png:3C,exact ff7K(PC).tbl byte position
C8 A6,jafont_15.tex,C8,A6,166,11,7,U+C80A,젊,hangulfont_7.tex.png:3D,exact ff7K(PC).tbl byte position
C8 A7,jafont_15.tex,C8,A7,167,11,8,U+C810,점,hangulfont_7.tex.png:3E,exact ff7K(PC).tbl byte position
C8 A8,jafont_15.tex,C8,A8,168,11,9,U+C811,접,hangulfont_7.tex.png:3F,exact ff7K(PC).tbl byte position
C8 A9,jafont_15.tex,C8,A9,169,11,10,U+C813,젓,hangulfont_7.tex.png:40,exact ff7K(PC).tbl byte position
C8 AA,jafont_15.tex,C8,AA,170,11,11,U+C815,정,hangulfont_7.tex.png:41,exact ff7K(PC).tbl byte position
C8 AB,jafont_15.tex,C8,AB,171,11,12,U+C816,젖,hangulfont_7.tex.png:42,exact ff7K(PC).tbl byte position
C8 AC,jafont_15.tex,C8,AC,172,11,13,U+C81C,제,hangulfont_7.tex.png:43,exact ff7K(PC).tbl byte position
C8 AD,jafont_15.tex,C8,AD,173,11,14,U+C81D,젝,hangulfont_7.tex.png:44,exact ff7K(PC).tbl byte position
C8 AE,jafont_15.tex,C8,AE,174,11,15,U+C820,젠,hangulfont_7.tex.png:45,exact ff7K(PC).tbl byte position
C8 AF,jafont_15.tex,C8,AF,175,11,16,U+C824,젤,hangulfont_7.tex.png:46,exact ff7K(PC).tbl byte position
C8 B0,jafont_15.tex,C8,B0,176,12,1,U+C82C,젬,hangulfont_7.tex.png:47,exact ff7K(PC).tbl byte position
C8 B1,jafont_15.tex,C8,B1,177,12,2,U+C82D,젭,hangulfont_7.tex.png:48,exact ff7K(PC).tbl byte position
C8 B3,jafont_15.tex,C8,B3,179,12,4,U+C82F,젯,hangulfont_7.tex.png:49,exact ff7K(PC).tbl byte position
C8 B4,jafont_15.tex,C8,B4,180,12,5,U+C831,젱,hangulfont_7.tex.png:4A,exact ff7K(PC).tbl byte position
C8 B5,jafont_15.tex,C8,B5,181,12,6,U+C838,져,hangulfont_7.tex.png:4B,exact ff7K(PC).tbl byte position
C8 B6,jafont_15.tex,C8,B6,182,12,7,U+C83C,젼,hangulfont_7.tex.png:4C,exact ff7K(PC).tbl byte position
C8 B7,jafont_15.tex,C8,B7,183,12,8,U+C840,졀,hangulfont_7.tex.png:4D,exact ff7K(PC).tbl byte position
C8 B8,jafont_15.tex,C8,B8,184,12,9,U+C848,졈,hangulfont_7.tex.png:4E,exact ff7K(PC).tbl byte position
C8 B9,jafont_15.tex,C8,B9,185,12,10,U+C849,졉,hangulfont_7.tex.png:4F,exact ff7K(PC).tbl byte position
C8 BA,jafont_15.tex,C8,BA,186,12,11,U+C84C,졌,hangulfont_7.tex.png:50,exact ff7K(PC).tbl byte position
C8 BB,jafont_15.tex,C8,BB,187,12,12,U+C84D,졍,hangulfont_7.tex.png:51,exact ff7K(PC).tbl byte position
C8 BC,jafont_15.tex,C8,BC,188,12,13,U+C854,졔,hangulfont_7.tex.png:52,exact ff7K(PC).tbl byte position
C8 BD,jafont_15.tex,C8,BD,189,12,14,U+C870,조,hangulfont_7.tex.png:53,exact ff7K(PC).tbl byte position
C8 BE,jafont_15.tex,C8,BE,190,12,15,U+C871,족,hangulfont_7.tex.png:54,exact ff7K(PC).tbl byte position
C8 BF,jafont_15.tex,C8,BF,191,12,16,U+C874,존,hangulfont_7.tex.png:55,exact ff7K(PC).tbl byte position
C9 00,jafont_16.tex,C9,00,0,1,1,U+C878,졸,hangulfont_7.tex.png:56,exact ff7K(PC).tbl byte position
C9 01,jafont_16.tex,C9,01,1,1,2,U+C87A,졺,hangulfont_7.tex.png:57,exact ff7K(PC).tbl byte position
C9 02,jafont_16.tex,C9,02,2,1,3,U+C880,좀,hangulfont_7.tex.png:58,exact ff7K(PC).tbl byte position
C9 03,jafont_16.tex,C9,03,3,1,4,U+C881,좁,hangulfont_7.tex.png:59,exact ff7K(PC).tbl byte position
C9 04,jafont_16.tex,C9,04,4,1,5,U+C883,좃,hangulfont_7.tex.png:5A,exact ff7K(PC).tbl byte position
C9 05,jafont_16.tex,C9,05,5,1,6,U+C885,종,hangulfont_7.tex.png:5B,exact ff7K(PC).tbl byte position
C9 06,jafont_16.tex,C9,06,6,1,7,U+C886,좆,hangulfont_7.tex.png:5C,exact ff7K(PC).tbl byte position
C9 07,jafont_16.tex,C9,07,7,1,8,U+C887,좇,hangulfont_7.tex.png:5D,exact ff7K(PC).tbl byte position
C9 08,jafont_16.tex,C9,08,8,1,9,U+C88B,좋,hangulfont_7.tex.png:5E,exact ff7K(PC).tbl byte position
C9 09,jafont_16.tex,C9,09,9,1,10,U+C88C,좌,hangulfont_7.tex.png:5F,exact ff7K(PC).tbl byte position
C9 0B,jafont_16.tex,C9,0B,11,1,12,U+C88D,좍,hangulfont_7.tex.png:60,exact ff7K(PC).tbl byte position
C9 0C,jafont_16.tex,C9,0C,12,1,13,U+C894,좔,hangulfont_7.tex.png:61,exact ff7K(PC).tbl byte position
C9 0D,jafont_16.tex,C9,0D,13,1,14,U+C89D,좝,hangulfont_7.tex.png:62,exact ff7K(PC).tbl byte position
C9 0E,jafont_16.tex,C9,0E,14,1,15,U+C89F,좟,hangulfont_7.tex.png:63,exact ff7K(PC).tbl byte position
C9 0F,jafont_16.tex,C9,0F,15,1,16,U+C8A1,좡,hangulfont_7.tex.png:64,exact ff7K(PC).tbl byte position
C9 10,jafont_16.tex,C9,10,16,2,1,U+C8A8,좨,hangulfont_7.tex.png:65,exact ff7K(PC).tbl byte position
C9 11,jafont_16.tex,C9,11,17,2,2,U+C8BC,좼,hangulfont_7.tex.png:66,exact ff7K(PC).tbl byte position
C9 12,jafont_16.tex,C9,12,18,2,3,U+C8BD,좽,hangulfont_7.tex.png:67,exact ff7K(PC).tbl byte position
C9 13,jafont_16.tex,C9,13,19,2,4,U+C8C4,죄,hangulfont_7.tex.png:68,exact ff7K(PC).tbl byte position
C9 14,jafont_16.tex,C9,14,20,2,5,U+C8C8,죈,hangulfont_7.tex.png:69,exact ff7K(PC).tbl byte position
C9 15,jafont_16.tex,C9,15,21,2,6,U+C8CC,죌,hangulfont_7.tex.png:6A,exact ff7K(PC).tbl byte position
C9 16,jafont_16.tex,C9,16,22,2,7,U+C8D4,죔,hangulfont_7.tex.png:6B,exact ff7K(PC).tbl byte position
C9 17,jafont_16.tex,C9,17,23,2,8,U+C8D5,죕,hangulfont_7.tex.png:6C,exact ff7K(PC).tbl byte position
C9 18,jafont_16.tex,C9,18,24,2,9,U+C8D7,죗,hangulfont_7.tex.png:6D,exact ff7K(PC).tbl byte position
C9 19,jafont_16.tex,C9,19,25,2,10,U+C8D9,죙,hangulfont_7.tex.png:6E,exact ff7K(PC).tbl byte position
C9 1A,jafont_16.tex,C9,1A,26,2,11,U+C8E0,죠,hangulfont_7.tex.png:6F,exact ff7K(PC).tbl byte position
C9 1B,jafont_16.tex,C9,1B,27,2,12,U+C8E1,죡,hangulfont_7.tex.png:70,exact ff7K(PC).tbl byte position
C9 1C,jafont_16.tex,C9,1C,28,2,13,U+C8E4,죤,hangulfont_7.tex.png:71,exact ff7K(PC).tbl byte position
C9 1D,jafont_16.tex,C9,1D,29,2,14,U+C8F5,죵,hangulfont_7.tex.png:72,exact ff7K(PC).tbl byte position
C9 1E,jafont_16.tex,C9,1E,30,2,15,U+C8FC,주,hangulfont_7.tex.png:73,exact ff7K(PC).tbl byte position
C9 20,jafont_16.tex,C9,20,32,3,1,U+C8FD,죽,hangulfont_7.tex.png:74,exact ff7K(PC).tbl byte position
C9 21,jafont_16.tex,C9,21,33,3,2,U+C900,준,hangulfont_7.tex.png:75,exact ff7K(PC).tbl byte position
C9 22,jafont_16.tex,C9,22,34,3,3,U+C904,줄,hangulfont_7.tex.png:76,exact ff7K(PC).tbl byte position
C9 23,jafont_16.tex,C9,23,35,3,4,U+C905,줅,hangulfont_7.tex.png:77,exact ff7K(PC).tbl byte position
C9 24,jafont_16.tex,C9,24,36,3,5,U+C906,줆,hangulfont_7.tex.png:78,exact ff7K(PC).tbl byte position
C9 25,jafont_16.tex,C9,25,37,3,6,U+C90C,줌,hangulfont_7.tex.png:79,exact ff7K(PC).tbl byte position
C9 26,jafont_16.tex,C9,26,38,3,7,U+C90D,줍,hangulfont_7.tex.png:7A,exact ff7K(PC).tbl byte position
C9 27,jafont_16.tex,C9,27,39,3,8,U+C90F,줏,hangulfont_7.tex.png:7B,exact ff7K(PC).tbl byte position
C9 28,jafont_16.tex,C9,28,40,3,9,U+C911,중,hangulfont_7.tex.png:7C,exact ff7K(PC).tbl byte position
C9 29,jafont_16.tex,C9,29,41,3,10,U+C918,줘,hangulfont_7.tex.png:7D,exact ff7K(PC).tbl byte position
C9 2A,jafont_16.tex,C9,2A,42,3,11,U+C92C,줬,hangulfont_7.tex.png:7E,exact ff7K(PC).tbl byte position
C9 2B,jafont_16.tex,C9,2B,43,3,12,U+C934,줴,hangulfont_7.tex.png:7F,exact ff7K(PC).tbl byte position
C9 2C,jafont_16.tex,C9,2C,44,3,13,U+C950,쥐,hangulfont_7.tex.png:80,exact ff7K(PC).tbl byte position
C9 2D,jafont_16.tex,C9,2D,45,3,14,U+C951,쥑,hangulfont_7.tex.png:81,exact ff7K(PC).tbl byte position
C9 2E,jafont_16.tex,C9,2E,46,3,15,U+C954,쥔,hangulfont_7.tex.png:82,exact ff7K(PC).tbl byte position
C9 2F,jafont_16.tex,C9,2F,47,3,16,U+C958,쥘,hangulfont_7.tex.png:83,exact ff7K(PC).tbl byte position
C9 30,jafont_16.tex,C9,30,48,4,1,U+C960,쥠,hangulfont_7.tex.png:84,exact ff7K(PC).tbl byte position
C9 31,jafont_16.tex,C9,31,49,4,2,U+C961,쥡,hangulfont_7.tex.png:85,exact ff7K(PC).tbl byte position
C9 32,jafont_16.tex,C9,32,50,4,3,U+C963,쥣,hangulfont_7.tex.png:86,exact ff7K(PC).tbl byte position
C9 33,jafont_16.tex,C9,33,51,4,4,U+C96C,쥬,hangulfont_7.tex.png:87,exact ff7K(PC).tbl byte position
C9 35,jafont_16.tex,C9,35,53,4,6,U+C970,쥰,hangulfont_7.tex.png:88,exact ff7K(PC).tbl byte position
C9 36,jafont_16.tex,C9,36,54,4,7,U+C974,쥴,hangulfont_7.tex.png:89,exact ff7K(PC).tbl byte position
